Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Weight OPP,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,YPC,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Touches,SCRIM Yards,SCRIM TDs,SCRIM YDs/Play,Fantasy Points,FPOE,PPR Rank
Jared Cook,NO,TE,2009,1,47,47,33,76,325,41,53.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,6.4%,1,67%,33,1.6,52,26.0,17.3,19.0,1,50.0%,1.11,57,17.5%,0.22,0.91,10,0,52,1,0.68,13.2,8.6,7
Jared Goff,LAR,QB,2016,1,29,30,38,68,188,68,100.0%,-,-,21,30,309,2,1,70.0%,6.7%,10.3,10.1,188,117,6.3,111.7,1.80,3,0,1,33.3%,0.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,5,0,1,0.00,24.4,10.3,8
Jarrett Stidham,NE,QB,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,,,,,-,-,-,,-,,0,0,-,-,-,-,-,0,-,-,-,0,-,-,,-,-,-,0,0,0,0,-,0.0,0.0,-
Jarvis Landry,CLE,WR,2014,1,38,38,36,73,340,56,76.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,8,21.1%,0,50%,30,2.9,88,22.0,11.0,13.9,0,0.0%,2.32,111,32.6%,0.54,0.79,16,6,88,0,1.21,12.8,-0.8,29
Jason Huntley,PHI,RB,2020,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jason Witten,LV,TE,2003,1,30,31,44,70,271,38,54.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,2,6.7%,0,100%,9,0.7,6,3.0,3.0,-0.5,0,0.0%,0.19,-1,-0.4%,0.10,-6.00,7,3,6,0,0.09,2.6,-1.2,26
Jaylen Samuels,PIT,RB,2018,1,34,34,33,75,196,2,2.7%,0.0%,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,65
JD McKissic,WAS,RB,2016,1,28,30,25,54,139,27,50.0%,36.0%,13.3,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,3,0,0.0%,3.0,0,0,0.0%,0,0,6,8,28.6%,0,75%,19,2.4,46,7.7,5.8,0.1,0,0.0%,1.53,1,0.7%,0.43,46.00,42,2,49,0,0.91,10.9,-0.2,26
Jeff Driskel,DEN,QB,2016,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,2,0,0,-,0.0,0.0,-
Jeff Smith,NYJ,WR,2019,1,31,33,25,69,322,68,98.6%,-,-,0,0,0,0,0,-,-,-,-,,,,,,,,,,-,-,-,,-,,3,11,35.5%,-,27%,-,-,23,7.7,2.1,0.0,0,0.0%,0.70,,0.0%,0.53,-,8,0,23,0,0.33,5.3,-14.0,63
Jeff Wilson,SF,RB,2018,1,35,35,28,64,316,15,23.4%,17.9%,3.9,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,27,0,0.0%,6.8,2,0,50.0%,-,0,0,1,2.9%,0,0%,5,0.0,0,-,0.0,1.0,0,-,0.00,1,0.3%,0.05,0.00,0,4,27,0,0.42,2.7,-0.4,49
Jeremy McNichols,TEN,RB,2017,1,28,28,33,66,181,26,39.4%,30.3%,6.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,28,0,0.0%,3.1,1,0,10.0%,0,0,1,1,3.6%,0,100%,9,0.3,3,3.0,3.0,0.0,0,0.0%,0.11,0,0.0%,0.05,-,3,12,31,0,0.47,4.1,-1.8,44
Jerick McKinnon,SF,RB,2014,1,35,35,28,64,316,16,25.0%,17.9%,6.9,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,0,0,0.0%,0.0,0,0,0.0%,0,0,2,4,11.4%,0,50%,12,0.4,5,2.5,1.3,7.5,0,0.0%,0.14,30,9.5%,0.24,0.17,6,2,5,0,0.08,2.5,-3.5,51
Jerry Jeudy,DEN,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jimmy Garoppolo,SF,QB,2014,1,35,35,28,64,316,31,48.4%,-,-,7,17,77,0,2,41.2%,0.0%,4.5,-0.8,162,39,9.5,15.7,-23.30,0,0,0,-,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,3,0,0,0.00,-0.9,-5.9,32
Jimmy Graham,CHI,TE,2010,1,42,42,21,63,292,48,76.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,5,11.9%,2,60%,36,0.9,33,11.0,6.6,13.4,1,33.3%,0.79,67,22.9%,0.34,0.49,2,0,33,1,0.52,12.3,1.0,10
JJ Arcega-Whiteside,PHI,WR,2019,1,36,36,16,59,474,8,13.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,2.8%,0,100%,3,12.3,37,37.0,37.0,34.0,0,0.0%,1.03,34,7.2%,0.09,1.09,3,0,37,0,0.63,4.7,3.3,68
JJ Taylor,NE,RB,2020,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,6,0,0,-,0.0,0.0,-
JK Dobbins,BAL,RB,2020,1,36,37,29,63,318,18,28.6%,13.8%,5.4,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,34,0,0.0%,34.0,2,1,50.0%,0,0,3,3,8.3%,0,100%,14,1.5,21,7.0,7.0,1.0,0,0.0%,0.57,3,0.9%,0.13,7.00,18,1,55,0,0.87,8.5,3.9,29
Joe Burrow,CIN,QB,2020,1,29,30,35,67,220,67,100.0%,-,-,19,30,183,0,1,63.3%,0.0%,6.1,4.6,220,98,7.3,66.4,-0.70,3,10,0,0.0%,3.3,-,-,-,-,1,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,3,10,0,0.15,4.3,-4.2,29
Joe Flacco,NYJ,QB,2008,1,31,33,25,69,322,69,100.0%,-,-,18,33,195,1,0,54.5%,3.0%,5.9,6.5,322,100,9.8,82.3,-5.40,4,20,0,0.0%,5.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,6,20,0,0.29,13.8,-0.9,19
Joe Mixon,CIN,RB,2017,1,29,30,35,67,220,51,76.1%,91.4%,26.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,24,59,0,0.0%,2.5,1,0,3.3%,0,0,6,8,27.6%,0,75%,19,1.8,35,5.8,4.4,0.0,0,0.0%,1.17,0,0.0%,0.41,-,40,24,94,0,1.40,15.4,-7.4,18
Joe Reed,LAC,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,2,0,0,-,0.0,0.0,-
John Brown,BUF,WR,2014,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,5,0,0,-,0.0,0.0,-
John Hightower,PHI,WR,2020,1,36,36,16,59,474,48,81.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,6,16.7%,0,33%,39,0.5,18,9.0,3.0,35.0,0,0.0%,0.50,210,44.3%,0.56,0.09,4,0,18,0,0.31,3.8,-2.9,73
John Ross,CIN,WR,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jonathan Taylor,IND,RB,2020,1,32,33,24,56,263,31,55.4%,62.5%,11.7,0,0,0,0,0,-,-,-,-,-,-,-,-,-,12,57,1,8.3%,4.8,0,0,0.0%,0,0,2,3,9.4%,1,67%,14,1.2,17,8.5,5.7,-2.7,0,0.0%,0.52,-8,-3.0%,0.12,-2.13,25,12,74,1,1.32,15.4,1.7,19
Jonnu Smith,TEN,TE,2017,1,28,28,33,66,181,57,86.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,7,25.0%,2,71%,21,1.9,40,8.0,5.7,2.9,2,40.0%,1.43,20,11.0%,0.45,2.00,19,0,40,2,0.61,21.0,7.5,2
Jordan Akins,HOU,TE,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jordan Howard,MIA,RB,2016,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jordan Reed,SF,TE,2013,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,2,0,0,-,0.0,0.0,-
Jordan Wilkins,IND,RB,2020,1,32,33,24,56,263,2,3.6%,4.2%,0.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.0%,1.0,0,0,0.0%,0,0,0,0,0.0%,0,-,1,0.0,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,3,1,0,0.02,0.1,-0.2,62
Josh Adams,NYJ,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,1,0,0,-,0.0,0.0,-
Josh Allen,BUF,QB,2018,1,45,46,22,72,388,65,90.3%,-,-,26,41,263,2,2,63.4%,4.9%,6.4,5.2,388,196,9.5,77.6,0.40,4,18,0,0.0%,4.5,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,4,18,0,0.25,16.3,-2.2,14
Josh Jacobs,LV,RB,2019,1,30,31,44,70,271,45,64.3%,59.1%,18.1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,23,77,2,8.7%,3.3,5,0,20.0%,1,0,2,3,10.0%,0,67%,11,0.7,8,4.0,2.7,0.3,0,0.0%,0.26,1,0.4%,0.15,8.00,13,27,85,2,1.21,22.5,4.1,5
Josh Reynolds,LAR,WR,2017,1,29,30,38,68,188,49,72.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,4,13.8%,0,50%,22,2.1,46,23.0,11.5,13.5,0,0.0%,1.53,54,28.7%,0.41,0.85,9,0,46,0,0.68,6.6,0.2,59
Joshua Kelley,LAC,RB,2020,1,32,34,35,71,264,25,35.2%,34.3%,8.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,11,29,0,0.0%,2.6,1,0,8.3%,0,0,1,1,3.1%,0,100%,10,0.9,9,9.0,9.0,-6.0,0,0.0%,0.26,-6,-2.3%,0.03,-1.50,15,11,38,0,0.54,4.8,-1.8,41
Josiah Deguara,GB,TE,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Juju Smith-Schuster,PIT,WR,2017,1,34,34,33,75,196,57,76.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,14.7%,1,80%,34,0.8,28,7.0,5.6,3.6,0,0.0%,0.82,18,9.2%,0.28,1.56,17,5,28,0,0.37,6.8,-1.9,58
Julian Edelman,NE,WR,2009,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,3,0,0,-,0.0,0.0,-
Julio Jones,ATL,WR,2011,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Justin Herbert,LAC,QB,2020,1,32,34,35,71,264,71,100.0%,-,-,20,34,264,4,0,58.8%,11.8%,7.8,10.1,384,166,11.3,122.7,0.30,4,8,0,0.0%,2.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,4,8,0,0.11,27.4,13.1,4
Justin Jackson,LAC,RB,2018,1,32,34,35,71,264,42,59.2%,60.0%,18.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,15,71,0,0.0%,4.7,1,1,5.0%,0,0,5,6,18.8%,0,83%,15,1.5,23,4.6,3.8,-1.5,0,0.0%,0.68,-9,-3.4%,0.26,-2.56,28,18,94,0,1.32,14.4,-1.3,22
Justin Jefferson,MIN,WR,2020,1,38,39,50,87,271,70,80.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,5,13.2%,0,60%,40,0.6,23,7.7,4.6,10.6,0,0.0%,0.59,53,19.6%,0.33,0.43,0,2,23,0,0.26,5.3,-3.0,64
Justin Watson,TB,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,2,0,0,-,0.0,0.0,-
Kalen Ballage,NYJ,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,2,0,0,-,0.0,0.0,-
Kareem Hunt,CLE,RB,2017,1,38,38,36,73,340,51,69.9%,66.7%,18.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,20,72,0,0.0%,3.6,4,0,17.4%,1,0,3,4,10.5%,2,75%,23,0.9,21,7.0,5.3,0.5,1,33.3%,0.55,2,0.6%,0.16,10.50,22,22,93,1,1.27,18.3,-2.5,14
Ke'Shawn Vaughn,TB,RB,2020,1,41,41,25,71,271,18,25.4%,12.0%,4.8,0,0,0,0,0,-,-,-,-,,,,,,,,,,-,0,0,,-,,2,3,7.3%,0,67%,13,0.4,5,2.5,1.7,0.0,0,0.0%,0.12,,0.0%,0.11,-,1,0,5,0,0.07,2.5,-1.5,52
Keelan Cole,JAC,WR,2017,1,44,49,26,75,295,60,80.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,2,0,0.0%,2.0,-,-,-,-,0,2,6,13.6%,1,33%,44,0.6,25,12.5,4.2,18.2,1,50.0%,0.51,109,36.9%,0.46,0.23,0,2,27,1,0.36,10.7,2.3,41
Keenan Allen,LAC,WR,2013,1,32,34,35,71,264,12,16.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,2,6.3%,1,100%,6,4.8,29,14.5,14.5,14.5,1,50.0%,0.85,29,11.0%,0.17,1.00,0,1,29,1,0.41,10.9,7.6,38
Kendrick Bourne,SF,WR,2017,1,35,35,28,64,316,42,65.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,4,11.4%,1,50%,30,1.0,30,15.0,7.5,5.3,1,50.0%,0.86,21,6.6%,0.22,1.43,27,0,30,1,0.47,11.0,5.1,37
Kenny Golladay,DET,WR,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Kenny Stills,HOU,WR,2013,1,35,35,25,58,329,16,27.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,2.9%,0,100%,10,1.4,14,14.0,14.0,5.0,0,0.0%,0.40,5,1.5%,0.05,2.80,9,0,14,0,0.24,2.4,1.2,78
Kenyan Drake,ARI,RB,2016,1,35,37,28,75,294,50,66.7%,67.9%,12.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,18,60,1,5.6%,3.3,2,0,10.5%,2,0,1,1,2.9%,0,100%,16,0.1,2,2.0,2.0,3.0,0,0.0%,0.05,3,1.0%,0.05,0.67,-1,18,62,1,0.83,13.2,-2.8,23
Kerryon Johnson,DET,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Kirk Cousins,MIN,QB,2012,1,38,39,50,87,271,87,100.0%,-,-,0,0,249,2,1,-,-,-,-,271,153,-,92.8,5.90,1,2,0,0.0%,2.0,-,-,-,-,1,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,2,2,0,0.02,14.2,-1.3,17
KJ Hamler,DEN,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Kyle Allen,WAS,QB,2018,1,28,30,25,54,139,25,46.3%,-,-,9,13,74,0,0,69.2%,0.0%,5.7,5.7,42,11,3.2,83.5,0.00,1,7,1,100.0%,7.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,1,7,1,0.13,9.7,3.8,23
Kyle Juszczyk,SF,RB,2013,1,35,35,28,64,316,22,34.4%,10.7%,2.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,11,1,50.0%,5.5,0,0,0.0%,0,0,0,1,2.9%,1,0%,8,0.0,0,-,0.0,9.0,0,-,0.00,9,2.8%,0.06,0.00,0,6,11,1,0.17,7.1,4.1,35
Kyle Rudolph,MIN,TE,2011,1,38,39,50,87,271,64,73.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,2,5.3%,0,50%,23,0.4,10,10.0,5.0,8.0,0,0.0%,0.26,16,5.9%,0.12,0.63,5,2,10,0,0.11,2.0,-1.3,28
Kyler Murray,ARI,QB,2019,1,35,37,28,75,294,75,100.0%,-,-,27,37,380,1,1,73.0%,2.7%,10.3,9.6,294,186,7.9,103.4,8.60,9,31,1,11.1%,3.4,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,16,31,1,0.41,26.3,8.3,5
Lamar Jackson,BAL,QB,2018,1,36,37,29,63,318,62,98.4%,-,-,19,37,180,2,1,51.4%,5.4%,4.9,4.7,318,96,8.6,71.9,-11.30,2,3,0,0.0%,1.5,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,3,3,0,0.05,13.5,-3.0,20
Larry Fitzgerald,ARI,WR,2004,1,35,37,28,75,294,60,80.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,7,20.0%,0,57%,28,1.3,35,8.8,5.0,6.9,0,0.0%,0.95,48,16.3%,0.41,0.73,19,0,35,0,0.47,7.5,-3.0,53
Latavius Murray,NO,RB,2013,1,47,47,33,76,325,21,27.6%,30.3%,7.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,34,0,0.0%,4.3,2,0,20.0%,0,0,2,2,4.3%,0,100%,7,3.3,23,11.5,11.5,3.0,0,0.0%,0.49,6,1.8%,0.08,3.83,17,8,57,0,0.75,7.7,1.1,30
Laviska Shenault,JAC,WR,2020,1,44,49,26,75,295,52,69.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,7,8,18.2%,1,88%,35,2.3,79,11.3,9.9,5.0,0,0.0%,1.61,40,13.6%,0.37,1.98,53,1,79,0,1.05,14.9,0.3,24
Le'Veon Bell,NYJ,RB,2013,1,31,33,25,69,322,46,66.7%,56.0%,9.1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,13,60,0,0.0%,4.6,2,0,14.3%,0,0,1,1,3.2%,0,100%,25,0.3,7,7.0,7.0,3.0,0,0.0%,0.21,3,0.9%,0.05,2.33,4,13,67,0,0.97,7.7,-0.4,32
Leonard Fournette,TB,RB,2017,1,41,41,25,71,271,1,1.4%,0.0%,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,1,0,0,0.00,0.0,0.0,66
LeSean McCoy,TB,RB,2009,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,6,0,0,-,0.0,0.0,-
Logan Thomas,WAS,TE,2014,1,28,30,25,54,139,47,87.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,4,14.3%,0,25%,34,0.1,4,4.0,1.0,8.0,0,0.0%,0.13,32,23.0%,0.38,0.13,0,0,4,0,0.07,1.4,-5.0,32
Lynn Bowden,MIA,WR,2020,1,27,28,24,67,268,10,14.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,4,0,0.0%,1.3,-,-,-,-,0,0,0,0.0%,0,-,1,0.0,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,3,4,0,0.06,0.4,-1.0,86
Malcolm Brown,LAR,RB,2015,1,29,30,38,68,188,26,38.2%,26.3%,7.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,30,0,0.0%,3.8,2,0,22.2%,0,0,1,2,6.9%,1,50%,15,-0.4,-6,-6.0,-3.0,-1.0,0,0.0%,-0.20,-2,-1.1%,0.10,3.00,0,12,24,0,0.35,3.4,-3.6,45
Mark Andrews,BAL,TE,2018,1,36,37,29,63,318,43,68.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,9,25.0%,2,67%,33,1.7,56,9.3,6.2,10.7,1,16.7%,1.51,96,30.2%,0.59,0.58,9,0,56,1,0.89,17.6,4.8,3
Mark Ingram,BAL,RB,2011,1,36,37,29,63,318,19,30.2%,37.9%,6.4,0,0,0,0,0,-,-,-,-,-,-,-,-,-,11,57,0,0.0%,5.2,4,1,36.4%,0,0,0,0,0.0%,0,-,6,0.0,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,17,57,0,0.90,5.7,-0.5,39
Marlon Mack,IND,RB,2017,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Marquez Callaway,NO,WR,2020,1,47,47,33,76,325,52,68.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,6,12.8%,1,67%,34,1.0,34,8.5,5.7,7.2,0,0.0%,0.72,43,13.2%,0.28,0.79,10,0,34,0,0.45,7.4,-2.9,55
Marquez Valdes-Scantling,GB,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,1,0,0,-,0.0,0.0,-
Marquise Brown,BAL,WR,2019,1,36,37,29,63,318,54,85.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.0%,1.0,-,-,-,-,0,6,10,27.8%,1,60%,37,2.1,77,12.8,7.7,14.1,1,16.7%,2.08,141,44.3%,0.73,0.55,41,1,78,1,1.24,19.8,2.3,16
Marvin Hall,DET,WR,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Marvin Jones,DET,WR,2012,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Matt Breida,MIA,RB,2017,1,27,28,24,67,268,21,31.3%,41.7%,6.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,28,0,0.0%,3.1,2,0,20.0%,0,0,1,1,3.7%,0,100%,4,7.8,31,31.0,31.0,-2.0,0,0.0%,1.11,-2,-0.7%,0.05,-15.50,33,11,59,0,0.88,6.9,1.0,37
Matt Ryan,ATL,QB,2008,1,35,37,31,65,284,65,100.0%,-,-,21,37,226,0,1,56.8%,0.0%,6.1,4.9,284,142,7.7,63.6,-9.20,1,-1,0,0.0%,-1.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,1,-1,0,-0.02,6.9,-7.4,27
Matthew Stafford,DET,QB,2009,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,4,0,0,-,0.0,0.0,-
